Usuario,Subforo,idHilo,Hilo,Etiqueta,NumComent,Comentario,Likes,Fecha
ArKan0iD,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,305,"
#304 Perfecto, gracias por la información!
Tendré que hacerme la lista de la compra y tachar los que ya tengo xD ",0,2023-09-22 00:11:00
DiVerTiMiX,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,306,"
 ",24,2023-10-24 14:54:00
Nerviosillo,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,307,"
#306 Joder, lo veo guapísimo xD
Ojalá de esos por todo el país xDD ",7,2023-10-24 14:56:00
Robe_del_Mal,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,308,"
#306  ",2,2023-10-24 20:14:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,309,"
a la venta el 18 de enero
 ",3,2024-01-03 14:39:00
ShOwTiMe1g,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,310,"
Los tebeos de Ibáñez deberían ser declarados patrimonio de la humanidad. ",17,2024-01-03 14:41:00
DiSKuN,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,311,"
No fiarse de nadie que no le guste ningún personaje de Ibañez ",1,2024-01-03 14:52:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,312,"
#309 me ha llegado ayer  gracias por recordar que salía!! ",1,2024-01-24 14:40:00
spyro512,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,313,"
me jode haberle dado el like 513 pero tenía que darle ",0,2024-01-24 14:46:00
Quetanto,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,314,"
#277 el buen homenaje es este, un cercanías de punta a punta 
 ",0,2024-01-24 15:39:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,315,"
lo próximo que publicará Bruguera de Mortadelo y Filemón.
En la primera semana de Abril lanzaron el último trabajo en el que estaba Fracinsco Ibañez: Paris 2024. El cuál no estaba terminado, así que lo han lanzado tal cual.

el 9 de mayo lanzarán Especial Olimpiadas 2024, que básicamente es la misma historia pero parece que ocmpleta y a color.
 ",2,2024-04-10 11:05:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,316,"
#315 pues a mi me han dicho que los especiales no son historias sino bocetos etc como los otros especiales que ya han sacado. Sabéis si sacaran el de Paris 2024 en Ole? ",0,2024-04-10 12:42:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,317,"
#316 supongo que en el futuro
Pero es raro, porque el que han sacado ya son 48 páginas, mientras que el que sale en mayo son 98 páginas. ",0,2024-04-10 12:48:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,318,"
#317 no se! Es lo que me han comentado en el grupo de Facebook que estoy de MyF que por lo visto saben bastante del tema. Luego igual se equivocan claro xD ",1,2024-04-10 13:44:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,319,"
se publicará en septiembre

esta es la última cubierta que el maestro dibujó. ",5,2024-06-29 17:56:00
RavageR,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,320,"
#319 el caracol escapando de algo en cualquier viñeta es top clasicos que metia con mucha frecuencia ",13,2024-06-29 18:09:00
Nullpointer,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,321,"
#319 Y la historia también es suya? ",0,2024-06-29 18:24:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,322,"
#321 si, est ase publicó en la colección Magos del humor el año pasado
la última en la que estaba trabajando, y no puedo acabar, es la de las Olimpiadas de 2024 que se publicó en una edición especial en abril. ",3,2024-06-29 18:25:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,323,"
Correo les dedica el primer criptosello a Ibañez

https://www.lavozdegalicia.es/noticia/sociedad/2024/07/11/correos-dedica-primer-criptosello-mortadelo-homenaje-ibanez/00031720713096007332335.htm?utm_source=facebook&utm_medium=referral&utm_campaign=fbgen ",2,2024-07-12 22:01:00
ClaudeS,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,324,"
#323 Hasta correos se sube al tren de los NFT’s. ",0,2024-07-14 10:03:00
RavageR,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,325,"
#324 pues como salga igual que la estafa del forum filatelico.... xD ",0,2024-07-14 10:06:00
HashAfgano,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,326,"
""Criptosello"". Eso podría estar saliendo de la boca del Súper. ",9,2024-07-14 12:03:00
zombietoads,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,327,"
#326 ¡Les dije que sellasen la idea en una cripta, no que vendieran un criptosello, panda de grfxsrsa! ",12,2024-07-14 15:14:00
ClaudeS,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,328,"
#327 ¿Criptosellos? ¡Yo sí que les voy a sellar!

Mortadelo (con la voz de Víctor Ramírez): Cálmese, jefe. ¡Cálmese! ",4,2024-07-14 16:43:00
HashAfgano,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,329,"
Uf es que cuanto más lo ves más brilla el estilo de dibujo y más eterno parece. Era un putísimo crack. ",0,2024-07-14 17:19:00
AlecHolland,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,330,"
No se me ocurre peor forma de homenajear a Ibañez. De hecho, no se me ocurre peor forma de homenajear a alguien, así en general. ",9,2024-07-14 17:26:00
yowinz,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,331,"
Pocas cosas de pequeño como llevarse el tochaco de tapa dura con múltiples historietas de Mortadelo para los viajes en el coche pa ir de vacaciones. Hasta la potada de ir mirando para abajo en el coche me la sudaba.
DEP ",12,2024-07-15 15:52:00
SRvictor,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,332,"
Pensé que aprovecharían para reeditar los súper humor (los gordos de tapa dura con 5 historietas) y nada, una putadísima porque quería completar la colección que tengo hasta el 50 y nada. Hay números que ya solo se pueden de segunda mano y la gente va pidiendo 150 leuros por algo que rondaba los 20.
A ver si en algún momento sacan para coger la colección completa de este genio. ",1,2024-07-15 16:59:00
Ninja-Killer,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,333,"
#332 #332SRvictor:A ver si en algún momento sacan para coger la colección completa de este genio.
Sin duda lo acabarán haciendo. Y más pronto que tarde ",3,2024-07-15 17:14:00
goLBeRLyyyn,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,334,"
#332 en Barcelona los Domingos en el mercado de San Antonio puedes encontrar un porrón de comics de Ibañez a buen precio, yo hace poco me compré varios, tanto de Super Humor como lo individuales de tapa blanda.
Puedes mirar a ver si en tu ciudad hacen algún mercado o feria donde la gente va allí a vender y comprar colecciones. ",1,2024-07-15 17:18:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,335,"
#319 reservado! menos mal que siempre estás para avisar jajaja. Este ya sería el último de los Olé? ",0,2024-07-15 20:28:00
mikelon,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,336,"
#332 Se están reeditando los Magos y los Súper Humor desde hace años. Pero salen 4 o 5 de cada edición al año, sin orden aparente y sin avisos.
En septiembre reeditan el Pinchazo Telefónico y Corrupción a mogollón en edición Magos del humor. De los Súper Humor este año llevan el 5 y el 19, si no recuerdo mal. ",2,2024-08-14 12:26:00
Sheitana,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,337,"
Pues qué putada. Me faltan los de los últimos años (aunque tengo muchos en tebeo Olé normal desde que era peque, bien cuidados pero bastante viejecillos, e igual me pillo los Magos y Súper Humor). ",0,2024-08-14 23:15:00
zk_pum,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,338,"
La verdad es que Ibáñez es un caso curioso, empezó plagiando a Franquin a pecho descubierto y acabó siendo un autor único. ",0,2024-08-15 04:25:00
mikelon,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,339,"
#338 La inspiración francobelga ocurrió más de una década después de que empezara con Mortadelo y Filemón. Así que es bastante inexacto eso que dices.
En general, en la escuela Bruguera vivían de sacar páginas y páginas inspirándose en los estilos reinantes a nivel nacional y Europeo, e Ibañez fue uno más con esto.
Tiene historietas cortas de El Botones Sacarino plagiadas casi en totalidad de Gastón o Spirou, pero reducir sus inicios a esto creo que es un poco injusto. ",0,2024-08-21 12:32:00
zk_pum,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,340,"
#339mikelon:La inspiración francobelga
Esto me parece un eufemismo ridículo.
 ocurrió más de una década después de que empezara con Mortadelo y Filemón
No sé de dónde has sacado eso, pero partiendo de la base de que Mortadelo y Filemón empieza en 1958 y el botones sacarino en 1963, como mucho pasaron 5 años desde que empezó con Mortadelo hasta que se ""inspiró"" en Franquin. No es que haya plagiado historias, es que el propio personaje de Sacarino es una fusilada de Gaston poniéndole la skin de Spirou pero en el estilo de dibujo de Ibañez, estilo que paulatinamente va convergiendo con el de Franquin.
Cuando hablo de inicios, hablo de su etapa temprana, sus primeros años como profesional, que empiezan aproximadamente a partir de 1955. Sus primeros 8 años como historietista me parecen sus inicios. No hablo de su etapa formativa cuando empezó a dibujar de niño o adolescente.
Sin embargo la trayectoria de Ibañez son 70 años, en los que fue evolucionando y perfeccionando ese estilo fusilado de Franquin, para acabar convirtiéndose en un autor totalmente original y genial. Esto no se puede discutir, pero tampoco los flagrantes plagios de su época temprana, por eso me parece un caso muy curioso y un ejemplo de que tampoco hay que crucificar a nadie tan pronto. ",0,2024-08-21 13:21:00
mikelon,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,341,"
#340 A Ibáñez y a otros autores Bruguera se les sugirió que adoptasen un ""estilo más trabajado, a imitación de los modelos que triunfaban en Europa"". Y se propone la idea de que Mortadelo y Filemón, a imitación de lo que sucedía en Europa tuvieran sus propias aventuras largas que podrían ser recopiladas en albumes para su venta en el extranjero. Y por eso el estilo de Ibáñez de fines de los 60´s es tan diferente de lo conocido hasta el momento de este autor, que culminaría en el estilo europeísta de ""El sulfato atómico""...
Sin embargo, de este estilo sería el propio Ibáñez el que se apresuraría a deshecharle posteriormente tras habersele visto en otros dos albumes más ""Contra el gang del Chicharrón"" y ""El caso del bacalao"" ya que así podía seguir haciendo con más comodidad más albumes... habidas cuentas de lo que debía suponerle hacer 20 hojas semanales a cargo de la editorial, si encima tenía que hacerlas en plan ""franquiniano"" imagino que pensaría que apaga y vámonos...
Con esta imitación del estilo franquiniano vendría también la imitación de determinados paisajes de las viñetas de los autores belgas como Franquin, Morris o Peyo y también de los guiones de las historietas elaboradas por los autores franco-belgas. Pero esta imitación obedecía a órdenes de arriba recibidas por los dibujantes de la Bruguera por parte de los jefes.... imagino que de Francisco Bruguera dueño de la editorial y persona a la que se le ocurrió la feliz idea de dar un giro ""europeísta"" a la producción tebeística de la casa Bruguera y de parte de Rafael González, temido y de no muy gratos recuerdos en la mente de los dibujantes de Bruguera por pedir más cantidad en contra de más calidad en las historietas, sobreexplotar personajes que estaban en auge en determinadas décadas, como Mortadelo o el Capitán Trueno, etc.
Y el propio Franquin, ¿qué opinaba él de esto?. Bien, se nos dice que, al serle preguntado por este particular aduce que las caras de los personajes no tenían un parecido real (me imagino que hablaría de Spirou y de Sacarino) y que cualquiera tiene sus propias influencias y que, para que se desarrolle el ingenio del dibujante hace falta que este esté influenciado por algún autor más... es más, el reconoce no haber copiado pero si que tiene sus propias influencias a su vez.
En conclusión: Por supuesto que Ibáñez estaba influenciado por Franquin, eso es algo habitual en todas las artes y ciencias, estar influenciado por alguien más. Claro que copió un estilo del que sacó incluso argumentos y viñetas para sus historietas, porque era lo que en ese momento le exigían en la Bruguera, coincidiendo además con un momento de inflexión en la producción tebeística de Mortadelo y Filemón, aquel en el que le dicen que lo que venía haciendo con Mortadelo y Filemón como detectives privados y dueños todavía de aquella ""agencia de información"" debía cambiar porque ""era un tostón""
Sacadas las citas de Miguel Fernandez Soto (El mundo de Mortadelo y Filemón) y declaraciones de Ibañez y Franquin.
Si quieres reducir los inicios de Ibañez al tema de inspiración Franco-Belga, por ridículo que te parezca utilizar la palabra ""inspiración"", adelante. Pero con todo el material que sacaba Ibañez en los 60 ajeno a esto, me sigue pareciendo bastante injusto. ",1,2024-08-21 13:56:00
zk_pum,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,342,"
#341 Todo ese copypaste se llama revisionismo histórico. La opinión de Franquin es lógica porque son pecados de juventud y no vas a defenestrar a un colega de profesión por algo a lo que se vio abocado por exigencias laborales.
Negar el plagio flagrante me parece absurdo, y señalarlo no le quita un ápice de valor al legado de Ibáñez, que por supuesto que tenía muchas virtudes propias ya en sus inicios, como quedó demostrado en sus 70 años de carrera. De hecho yo creo que es positivo señalar esta mancha y esa evolución en su carrera para proteger ese legado.
Las influencias son una cosa, copiar argumentos, desarrollos de las historietas y personajes enteros otra muy distinta. ",0,2024-08-21 14:02:00
Dieter,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,343,"
Hay qu querer al autor por sus luces y sombras, como Herge que era filonazi. Luego estan los envidiosos como rubin que se dedica a proyectar y enmierdar. Sin entrar a valorar al autor en su conjunto. ",0,2024-08-21 15:18:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,344,"
Recibido el último Olé de Mundial de Baloncesto! Gracias @Vhsephi siempre por avisar  ",2,2024-09-19 21:20:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,345,"
#344 you are welcome
Bueno para quién le interese se van a lanzar más cosas
La primera el 24 de octubre un recopilatorio con las primeras historietas que dibujaba Ibáñez tras su entrada en Bruguera en 1957

Lo siguiente es un cofre con historias de sus personajes. Saldrá el 7 de noviembre
 ",0,2024-09-30 14:09:00
SRvictor,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,346,"
Aquí seguimos esperando el lanzamiento completo de la colección de Mortadelo. ",2,2024-09-30 14:15:00
benjajim,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,347,"
#345 120 euritos el cofre de material que habrán sacado impreso hasta en las tapas de yogures.
El otro tomo si que parece más interesante ",1,2024-09-30 14:19:00
Nullpointer,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,348,"
#345 Ese cofre es limitado? ",0,2024-09-30 14:27:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,349,"
#348 no lo han dicho, pero barato esde luego no es ",1,2024-09-30 15:09:00
